nom,iata,icao
Lapraka Airfield,,
Larson Brothers Airport,,
Las Barrancas Airstrip,,
Las Brujas Airport,BWW,MUBR
Las Flecheras Airport,SFD,SVSR
Las Higueras Airport,RCU,SAOC
Lasikin Airport,,WITG
Laurel/Whittington Aerodrome,,
Laurel Airport,,MRLE
Laurel Airport,,
Laurel Municipal Airport,,
Zanjan Airport,JWN,OITZ
Laurens County Airport,,KLUX
Laurinburg-Maxton Airport,MXE,KMEB
Laverton Airport,LVO,YLTN
Lavina Airport,,
Lawa Anapaike Airstrip,,SMLA
River Airport,,
River Run Ranch Airport,,
Riverside Airport,,
Riverside Municipal Airport,RAL,KRAL
Riverton Regional Airport,RIW,KRIW
Riverview Ranch Airport,,
Rives Air Park,,
Rivière Bell Aerodrome,,
Rivière Témiscamie (Air Roberval Ltée) Aerodrome,,
Road Commission Airport,,
Roanoke Municipal Airport,,K7A5
Roanoke–Blacksburg Regional Airport,ROA,KROA
Roaring Springs Ranch Airport,,
Robbins Field,,K20A
Robe Airport,GOB
Roben-Hood Airport,WBR,KRQB
Robert F. Swinnie Airport,ADR,KPHH
Robert Mueller Municipal Airport,,
Robert S. Kerr Airport,RKR,KRKR
Robertson Airfield,ROD,FARS
Robertson Field,,
Robertson Field,,
South River/Sundridge Airport,,
Spring Valley (North) Airport,,CKP2
Panshanger Aerodrome,,EGLG
Saint-Jean Airport,YJN,CYJN
Sevogle Airport,,
La Biche River Airport,,CFP6
The Pas/Grace Lake Airport,,
Porcupine Plain Airport,,CKD2
Staunton Lake Water Aerodrome,,
Strathroy (Blue Yonder) Airport,,
Thompson Water Aerodrome,,
Fort Langley Airport,,
Straffordville Airport,,
Watson Lake Airport,YQH,CYQH
La Loche Airport,,
Preeceville Airport,,CJK9
Essex Airport,,
Leader Airport,,
Shaunavon Airport,,CJC5
Port-Menier Airport,YPN,CYPN
Algoma Mills Water Aerodrome,,
Thorburn Airport,,
Lac Beauregard Water Aerodrome,,
Warton Aerodrome,WRT,EGNO
Parent Airport,,CYPP
Virden/R.J. (Bob) Andrew Field Regional Aerodrome,,CYVD
Popham Airfield,,EGHP
Nipawin Water Aerodrome,,
Temagami Water Aerodrome,,
Lasqueti Island/False Bay Water Aerodrome,,
Lebanon State Airport,,
Lee's Summit Municipal Airport,,KLXT
Lee C. Fine Memorial Airport,AIZ,KAIZ
Lee Gilmer Memorial Airport,GVL,KGVL
Lee Vining Airport,,
Leesburg Executive Airport,,KJYO
Leeward Point Field,NBW,MUGM
Lehman Field,,
Lelygebergte Airstrip,,SMLI
Lemhi County Airport,SMN,KSMN
Lenawee County Airport,ADG,KADG
Lenhardt Airpark,,
Leo Airport,XLU,DFCL
Leonora Airport,LNO,YLEO
Leros Island National Airport,LRS,LGLE
Lesnovo Airfield,,LBLS
Lester State Ultralight Flightpark,,
Letfotar Airport,MOM,GQNL
Rosaschi Air Park,,
Roscoe Turner Airport,CRX,KCRX
Roscoes Airport,,
Roscommon County – Blodgett Memorial Airport
Rosecrans Memorial Airport,STJ,KSTJ
Rosita Airport,RFS,MNRT
Rostraver Airport,,KFWQ
Rothrock Field Airport,,
Rottnest Island Airport,RTS,YRTI
Round Valley Airport,,
Roundup Airport,RPX,KRPX
Rourkela Airport,RRK,VERK
Rowena Dell Airport,,
Roy E. Ray Airport,,K5R7
Roy Williams Airport,,
Royal Marines Base Chivenor,,EGDC
Belluno Airport,BLX,LIDB
Nakhon Sawan Airport,,VTPN
Mulika Lodge Airport,JJM
Abau Airport,ABW,
San Jose International Airport,SJC,KSJC
Agaun Airport,AUP,AYAG
Bubaque Airport,BQE,GGBU
Fane Airport,FNE,AYFA
Eldoret International Airport,EDL
Samaná El Catey International Airport,AZS,MDCY
Vajnory Airport,,LZVB
Dubuque Regional Airport,DBQ,KDBQ
Isparta Süleyman Demirel Airport,ISE,LTFC
Altay Airport,AAT,ZWAT
Charlevoix Municipal Airport,,KCVX
Macapá International Airport,MCP,SBMQ
Eareckson Air Station,SYA,PASY
Saratov Tsentralny Airport,RTW,UWSS
Sarasota–Bradenton International Airport,SRQ,KSRQ
Kerman Airport,KER,OIKK
Fort Frances Water Aerodrome,,
Parc Gatineau Water Aerodrome,,
Lumsden (Metz) Airport,,
Rougemont Airport,,
South Brook Water Aerodrome,,
Kashabowie/Upper Shebandowan Lake Water Aerodrome,,
Rivière Bonnard Airport,,
Fordwich Airport,,
Pitt Meadows Airport,YPK,CYPK
Lake Rosseau/Arthurlie Bay Water Aerodrome,,
Eshott Airfield,,
Kyuquot Water Aerodrome,,
Quamichan Lake (Raven Field) Airport,,
Tincup Lake Water Aerodrome,,
Laurie River Airport,LRQ,
Winfield (Wood Lake) Water Aerodrome,,
Arctic Red River Water Aerodrome,,
Edmonton/Villeneuve Airport,,CZVL
North Battleford/Hamlin Airport,,
La Grande-3 Airport,YAR,CYAD
Rio Branco International Airport,RBR,SBRB
Claremore Regional Airport,,KGCM
Clearwater Aerodrome,,
Clinton-Sampson County Airport,CTZ,KCTZ
Coalinga Municipal Airport,,
Coast Guard Air Station Borinquen,,
Coast Guard Air Station Port Angeles,,KNOW
Coconut Island Airport,CNC,YCCT
Coen Airport,CUQ,YCOE
Woltermann Memorial Airport,,
Columbus Southwest Airport,,
Combolcha Airport,DSE
Commodore Decatur Airport,,
Comodoro Pierrestegui Airport,COC,SAAC
Comodoro P. Zanni Airport,PEH,SAZP
Coolah Airport,CLH,YCAH
Coondewanna Airport,CJF,YCWA
Cornelia Fort Airpark,,
Cornélio Procópio Airport,CKO,SSCP
Cottonwood Falls Airport,,
Covilhã Airport,,LPCV
Lethbridge/Anderson Aerodrome,,
Lethbridge (J3 Airfield) Aerodrome,,
Lethbridge (Mercer Field) Aerodrome,,
Lethbridge Airpark,,YLED
Levelock Airport,KLL,
Lewis University Airport,LOT,KLOT
Lewiston – Nez Perce County Airport,LWS,KLWS
Lewistown Municipal Airport,LWT,KLWT
Lewvan (Farr Air) Airport,,
Lexington Airport,,
Lexington Municipal Airport,,
Li Calzi Airport,,
Liberal Mid-America Regional Airport,LBL,KLBL
Liberty County Airport,,KLTY
Liberty County Airport,,
Liberty Municipal Airport,,
Libo Airport,LLB,ZULB
Lida Junction Airport,,
Lidköping-Hovby Airport,LDK,ESGL
Lieksa-Nurmes Airfield,,EFLN
Likely Aerodrome,,
Rugby Municipal Airport,RUG,KRUG
Ruhengeri Airport,RHG
Ruleville-Drew Airport,,
Rumjatar Airport,RUM,VNRT
Rusk County Airport,RCX,KRCX
Rusk County Airport,RFI,KRFI
Russellville Municipal Airport,,KM22
Russellville Regional Airport,,KRUE
Rust Airstrip,,
Ruston Regional Airport,RSN,KRSN
Rutja Airfield,,
Rutland Southern Vermont Regional Airport,RUT,KRUT
Río Hato Airport,RIH,MPSM
Río de Agua de Vida Airstrip,,
SLAF Ampara,ADP,VCCG
SLAF Katukurunda,KTY,VCCN
SLAF China Bay,TRR,VCCT
SLAF Iranamadu,TBA,
La Môle – Saint-Tropez Airport,LTT,LFTZ
Vicenza Airport,VIC,LIPT
Pamplona Airport,PNA,LEPP
Kars Airport,KSY,LTCF
Stockerau Airport,,LOAU
Essendon Airport,MEB,YMEN
Vrsar Airport,,LDPV
Ottawa Macdonald-Cartier International Airport,YOW,CYOW
Hanamaki Airport
Nyaung U Airport,NYU,VYBG
Gia Lam Airport,,VVGL
Abraham Lincoln Capital Airport,SPI,KSPI
Thandwe Airport,SNW,VYTD
Heho Airport
Manuel Carlos Piar Guayana Airport,PZO,SVPR
Valley Airport,,
Radville Airport,,CKF2
Port Colborne Airport,,
Uranium City Water Aerodrome,,
Silverstone Heliport,,EGBV
Woodstock Airport,,
Waverley/Lake William Water Aerodrome,,
Fort McMurray Water Aerodrome,,
Valcourt Airport,,
Sandy Bay Airport,,
Macklin Airport,,
Lynn Lake (Eldon Lake) Water Aerodrome,,
Leamington Airport,,
Leaf Rapids Water Aerodrome,,
Paulatuk Water Aerodrome,,
Lemberg Airport,,CKJ9
Estevan Regional Aerodrome,YEN,CYEN
Thruxton Aerodrome,,EGHO
Fillmore Airport,,
Lac Etchemin Airport,,
Shobdon Aerodrome,,EGBS
Port Alberni Water Aerodrome,,
Lieutenant Colonel Rafael Pabón Airport,VLM,SLVM
Santiago Vila Airport,GIR,SKGI
Lauriston Airport,CRU,TGPZ
Uiju Airfield,UJU,ZKUJ
Pichilemu Aerodrome,,SCPM
Sorocaba Airport,SOD,SDCO
São José do Rio Preto Airport,SJP,SBSR
Presidente Prudente Airport,PPB,SBDN
Jundiaí Airport,QDV,SBJD
Lauro Kurtz Airport,PFB,SBPF
Vitória da Conquista Airport,VDC,SBQV
Marabá Airport,MAB,SBMA
Koszalin-Zegrze Pomorskie Airport,OSZ,EPKO
Northwest Florida Beaches International Airport,ECP,KECP
Nogales International Airport,NOG,MMNG
Parnaíba-Prefeito Dr. João Silva Filho International Airport,PHB,SBPB
Pensacola International Airport,PNS,KPNS
Yantai Penglai International Airport,YNT,ZSYT
Yuma International Airport,YUM,KNYL
Tauranga Airport,TRG,NZTG
Tabou Airport,TXU,DITB
Tatamagouche Airport,,
Tatalina LRRS Airport,TLJ,PATL
Tatoi Airport,,LGTT
Tarapoa Airport,TPC,SETR
"Tartagal ""General Enrique Mosconi"" Airport",TTG,SAST
Tarnogsky Gorodok Airport,,
Thargomindah Airport,XTG,YTGM
Tazadit Airport,OUZ,GQPZ
Tasayevo Airport,,
Tuscola Airport,,
Tallman Airport,,
Tom Price Airport,TPR,YTMP
Tamarack Springs Ranch Airport,,
Tambao Airport,TMQ,DFEM
Thompson-Robbins Airport
Tamchakett Airport,THT,GQNT
Tanacross Airport,TSG,
Thunder Bay/Eldorado Aerodrome,,
Tanner-Hiller Airport,,K8B5
Tau Airport,TAV,
Toutant Airport,,
Tapuruquara Airport,IRZ,SWTP
Takaka Aerodrome,KTF,NZTK
Toksan Airport,,
Saint-Michel-de-Napierville Aerodrome,,
Saint Arnaud Airport,,YSTA
Salamo Airport,SAM,
Salem Airpark,,
Salina-Gunnison Airport,SBO,
Salina Regional Airport,SLN,KSLN
Salina Cruz Airport,SCX,MMSZ
Salinas Municipal Airport,SNS,KSNS
Saline County Airport,,
Saline County Regional Airport,,KSUZ
Salisbury–Ocean City–Wicomico Regional Airport,SBY,KSBY
Sallisaw Municipal Airport,,KJSV
Sally Wofford Airport,,
Salmon River Airfield,,
Salt Cay Airport,SLX,MBSY
Salton Sea Airport,SAS,KSAS
Sam Riggs Airpark,,
Santo Ângelo Airport,GEL,SBNM
Barinas Airport,BNS,SVBI
Ilhéus Jorge Amado Airport,IOS,SBIL
Joinville-Lauro Carneiro de Loyola Airport,JOI,SBJV
Gobernador Gregores Airport,GGS,SAWR
Atlin Airport,,CYSQ
Aeroporto di Alghero-Fertilia,AHO,LIEA
Eros Airport,ERS,FYWE
Sanga-Sanga Airport,SGS,RPMN
Antonio Rivera Rodríguez Airport,VQS,TJVQ
Ruben Cantu Airport,SYP,MPSA
Kalaymyo Airport,KMV,VYKL
Kawthaung Airport,KAW,VYKT
Tanjung Harapan Airport,TJS,WALG
San Luis Airport,IPI,SKIP
Tirupati Airport,TIR,VOTP
Roxas Airport,RXS,RPVR
Villa Gesell Airport,VLG,SAZV
Dawei Airport,TVY,VYDW
Fort Nelson (Parker Lake) Water Aerodrome,,
Lefroy Airport,,
Fort Nelson/Gordon Field Airport,,
Wolverhampton Airport,,EGBO
Patuanak Airport,,
Wawota Airport,,CKV7
Leask Airport,,CJH8
Oliver Airport,,
Sandy Bay Water Aerodrome,,
Wellesbourne Mountford Airfield,,EGBW
Sand Point Lake Water Aerodrome,,
Silver City Airport,,CFQ5
Wawa Airport,YXZ,CYXZ
Kelvington Airport,,
Stewart Water Aerodrome,,
Lac Berthelot Water Aerodrome,,
Woodford Aerodrome,,EGCD
Leicester Airport,,EGBG
Silver Falls Water Aerodrome,,
Fort Severn Airport,YER,CYER
Edmonton/Gartner Airport,,CFQ7
Aklavik/Freddie Carmichael Airport,LAK,CYKD
Steinbach Airport,,
Farnham Airport,,
Old Sarum Airfield,,EGLS
Disley Aerodrome,,
Divinópolis Airport,DIQ,SNDV
Djambala Airport,DJM,FCBD
Dodgeville Municipal Airport,,
Dohazari Airfield,,
Dolores Airport,,RPVX
Donald Airport,,YDOD
Donalsonville Municipal Airport,,
Doomadgee Airport,DMD,YDMG
Dorothy Scott Airport,,
Dothan Municipal Airport,,
Double JJ Resort Ranch Airport,,
Dr. Arturo Umberto Illia Airport,GNR,SAHR
Lowe Army Heliport,LOR,KLOR
Ralph M Sharpe Airport,,
Wakulla County Airport,,
Dschang Airport,DSC,FKKS
DuBois Regional Airport,DUJ,KDUJ
DuPage Airport,DPA,KDPA
Duanesburg Airport,,
Dubois Municipal Airport,DBS,
Dubois Municipal Airport,,KDUB
Duchesne Municipal Airport,,
Takla Narrows Aerodrome,,
Tacoma Narrows Airport,TIW,KTIW
Tugdan Airport,TBH,RPVU
Taiping Airport,TPG,WMBI
Taechon Airport,,
Taechon Northwest Airport,,
Tallahassee Commercial Airport,,
Tidjikja Airport,TIY,GQND
Tadji Airport,TAJ,AYTJ
Terrace Bay Airport,YTJ,CYTJ
Trout Lake Airport,,
Tortuguero Airport,TTQ,MRBT
Trenton-Mercer Airport,TTN,KTTN
Trenton/Mountain View Airport,,
Turners Falls Airport,,
Ternopil Airport,TNL,UKLT
Troy Airport,,
San Marcos Municipal Airport,,KHYI
San Nicolás de Bari Airport,QSN,MUNB
San Salvador Airport,ZSA,MYSM
San Vicente Airport,,RPSV
Sanderson Field,SHN,KSHN
Sandpoint Airport,,KSZT
Sandusky County Regional Airport,,
Sandy Creek Airpark,,
Sandy Point Airport,,MYAS
Sandy River Airport,,
Sanford Regional Airport,SFM,KSFM
Sangapi Airport,SGK,AYSK
Sangarédi Airport,,GUSA
Sansanné-Mango Airport,,DXMG
Santa Barbara Regional Airport,,MM35
Santa Cruz Airport,,LPSC
"Santa Cruz Airport, Argentina",RZA,SAWU
General José Francisco Bermúdez Airport,CUP,SVCP
El Caraño Airport,UIB,SKUI
Okayama Airport,OKJ,RJOB
José Leonardo Chirino Airport,CZE,SVCR
Chelyabinsk Airport,CEK,USCC
El Embrujo Airport,PVA,SKPV
Bogashevo Airport,TOF,UNTT
Vaasa Airport,VAA,EFVA
Nagoya Airfield,NKM,RJNA
Kigali International Airport,KGL
České Budějovice airport,,LKCS
Warsaw Babice Airport,,EPBC
Germán Olano Airport,PCR,SKPC
César Gaviria Trujillo Airport,PDA,SKPD
Godofredo P. Ramos Airport,MPH,RPVE
Winnipeg James Armstrong Richardson International Airport,YWG,CYWG
Lebel-sur-Quévillon Airport,YLS,
Fenland Airfield,,EGCL
Port Elgin (Pryde Field) Airport,,
North Battleford (Cameron McIntosh) Airport,YQW,CYQW
Fort Providence Airport,,CYJP
Earlton (Timiskaming Regional) Airport,YXR,CYXR
Lennoxville (Airview) Airport,,
Mabel Lake Airport,,
Makkovik Airport,YMN,CYFT
Springwater (Barrie Airpark) Aerodrome,,
Radisson Airport,,CJL9
Orangeville/Murray Wesley Kot Field Airport,,
Sudbury/Azilda Water Aerodrome,,
Port Alberni/Sproat Lake Water Aerodrome,,
Radium Hot Springs Airport,,
Springhouse Airpark,,
Timmins/Porcupine Lake Water Aerodrome,,
Wainwright Aerodrome,YWV,CYWV
Edmonton/Josephburg Aerodrome,,CFB6
100 Mile House Airport,,
Penticton Regional Airport,YYF,CYYF
Liverpool/South Shore Regional Airport,,CYAU
Langley Regional Airport,YLY,CYNJ
Sparwood/Elk Valley Airport,,CYSW
Aberporth Airport,,EGFA
Sandtoft Airfield,,EGCF
South Cariboo Regional Airport,ZMH,CZML
Retford Gamston Airport,,EGNE
Squamish Airport,YSE,CYSE
Mayo Airport,YMA,CYMA
Lac du Bonnet Airport,,CYAX
Eagle River Union Airport,EGV,KEGV
Eagles Nest Airport,,
Eagles Nest Airport,,
Earlville Airport,,
East Hampton Airport
East Linton Aerodrome,,
East Oregon Cattle Company Airport,,
East Texas Regional Airport,GGG,KGGG
Eastern Oregon Regional Airport,PDT,KPDT
Eastern Slopes Regional Airport,FRY,KIZG
Easterwood Airport,CLL,KCLL
Easton Airport,ESN,KESN
Easton State Airport,ESW,KESW
Ebensburg Airport,,
Ebon Airport,EBO,
Echo Bay Airport,,
Edgar County Airport,,KPRG
Panan-awan Airport,,RPSM
Edmonton/Calmar (Maplelane Farm) Aerodrome,,
Tshumbe Airport,,FZVJ
Tshikapa Airport,TSH,FZUK
Silver Lake Forest Service Strip,,
Taft Airport,,
Oran Tafraoui Airport,TAF,DAOL
Tela Airport,TEA,MHTE
Telergma Airport,,DAAM
Temple Bar Airport,,
Thangool Airport,THG,YTNG
Tnte. Gral. Gerardo Pérez Pinedo Airport,AYX,SPAY
Tehuacán Airport,TCN,MMHC
Tew-Mac Airport,,
Tooele Valley Airport,,KTVY
Twentynine Palms Airport,TNP,KTNP
Twin Bridges Airport (Idaho),,
Sardeh Band Airport,SBF,OADS
Sarmany Airport,,
Sarsawa Air Force Station,,VISP
Sarteneja Airport,SJX,MZSJ
Sasereme Airport,TDS,AYSS
Saskatoon/Richter Field Aerodrome,,
Saskylakh Airport,SYS,UERS
Sassandra Airport,ZSS,DISS
Satna Airport,TNI,VIST
Saufley Field,NUN,KNUN
Saugus Field,,
Sault Ste. Marie Municipal Airport,SSM,KANJ
Sawyer County Airport
Saxon Sycan Airport,,
Sayak Airport,IAO,RPNS
Saül Airport,XAU,SOOS
Scappoose Industrial Airpark,,KSPB
Schaumburg Regional Airport,,
Schenectady County Airport,SCH,KSCH
Vunisea Airport,KDV,NFKD
Udon Thani International Airport,UTH,VTUD
Atbara Airport,ATB
Suceava Airport,SCV,LRSV
Kuching International Airport,KCH,WBGG
Hastings Airport
Ağrı Ahmed-i Hani Airport,AJI,LTCO
Kasba Lake Airport,YDU,
St. Thomas Municipal Airport,YQS,CYQS
Princeton Aerodrome,,CYDC
Tête-à-la-Baleine Airport,ZTB,
Pinehouse Lake Airport,ZPO,CZPO
Stoney Creek Airport,,
Winterland Airport,,
Lac La Croix Water Aerodrome,,
Keene/Elmhirst's Resort Water Aerodrome,,
Kenora Water Aerodrome,,
Rainy River Water Aerodrome,,
Salmon Arm Airport,YSN,CZAM
Port au Choix Airport,,
Woodcock Airport,,
Mac Tier/Francis Island Water Aerodrome,,
Sainte-Veronique Water Aerodrome,,
Sainte-Julienne Aerodrome,,
Fergus (Juergensen Field) Airport,,
Likiep Airport,LIK,
Lima Allen County Airport,AOH,KAOH
Limatambo international airport,,SPIM
Limbe Airport,,
Lincoln County Airport,,
Lincoln Park Airport,,
Lincoln Regional Airport,,KLHM
Lincoln Regional Airport,LRG,KLRG
Lincolnton-Lincoln County Regional Airport,,KIPJ
Linfen Qiaoli Airport,LFQ,ZBLF
Lingayen Airport,,RPUG
Liping Airport
Lira Airport,
Yugarenok Airport,,
Sirjan Airport,SYJ,OIKY
Sarakhs Airport,CKT,OIMC
SLAF Vavuniya,,VCCV
SLAF Palaly,JAF,VCCJ
Sabana de la Mar Airport,SNX,MDSB
Sable Island Aerodrome,YSA,
Sack-O-Grande Acroport,,
Sacramento Executive Airport,SAC,KSAC
Sacramento Mather Airport,MHR,KMHR
Sagar Airport,,VA1J
Sage Ranch Airport,,
Saginaw County H.W. Browne Airport,,KHYX
Saglek Airport,YSV,CYSV
Sahnewal Airport,LUH,VILD
Saibai Island Airport,SBR,YSII
Saidor Airport,SDI,AYSD
Saint-André-Avellin Aerodrome,,
Saint-Esprit Aerodrome,,
La Sarre Airport,SSQ,
Ferland Airport,,
Sudbury/Coniston Airport,,
Quill Lake Airport,,
Thunder Bay Water Aerodrome,,
Edenvale Airport,,
Kemess Creek Airport,,
Watson Lake Water Aerodrome,,
Amos/Magny Airport,YEY,CYEY
Fort Hope Airport,YFH,CYFH
Flin Flon/Bakers Narrows Water Aerodrome,,
Pelee Island Airport,,CYPT
Pelican Narrows Water Aerodrome,,
Unity Aerodrome,,
Salaberry-de-Valleyfield Aerodrome,,
Sandy Lake Water Aerodrome,,
Sullivan Bay Water Aerodrome,YTG,
Leaf Rapids Airport,YLR,CYLR
Sochaczew-Bielice Airport,,EPSO
Krosno Airport,,EPKR
Vila Real Aerodrome,VRL,LPVR
Kielce-Masłów Airport,,EPKA
Toruń Airport,,EPTO
Denton Airport,,
Korla Airport,KRL,ZWKL
Ketapang Airport,KTG,WIOK
Depati Parbo Airport,KRC,WIPH
Derby Airport,DRB,YDBY
King City Airport,,
Dharavandhoo Airport,DRV,VRMD
Dhule Airport,,VA53
Diamond Point Airport,,
Dickson Field,,
Dickwella Airport,,
Dillon Airport,DLN,KDLN
Dirico Airport,DRC,
Sambailo Airport,SBI,GUSB
Sambava Airport,SVB,FMNS
Samberigi Airport,,AYSM
Sambir,,UKLA
Same Airstrip,
Samlesbury Aerodrome,,
Samuels Field,BRY,KBRY
San Andros Airport,SAQ,MYAN
San Angelo Regional Airport,SJT,KSJT
San Cristóbal de las Casas National Airport,SZT,MMSC
San Fernando Airport,SFE,RPUS
San Ignacio Airfield,SGM,
San Ignacio Downtown Airstrip,,
San Juan de la Maguana Airport,SJM,MDSJ
San Julián Air Base,SNJ,MUSJ
San Lucas Military Airstrip,,
San Luis Obispo County Regional Airport,SBP,KSBP
San Luis Valley Regional Airport,ALS,KALS
Edmonton/Twin Island Airpark,,CEE6
Sept-Îles/Lac Rapides Water Aerodrome,,
Akulivik Airport,AKV,CYKO
Uranium City Airport,YBE,CYBE
Powell River Airport,YPW,CYPW
St. Brieux Airport,,CKK2
Pelican Narrows Airport,,CJW4
West Poplar Airport,,CJF5
Dudinka Airport,,UROD
Duford Field,,
Duke Field,EGI,KEGI
Duncan Town Airport,DCT,MYRD
Dundalk (Tripp Field) Aerodrome,,
Dungannon Aerodrome,,
Dunk Island Airport,DKI,YDKI
Dunnellon/Marion County Airport,,
Dunning Vineyards Airport,,
Duplin County Airport,,KDPL
Dupree Municipal Airport,,
Durant Regional Airport – Eaker Field,DUA,KDUA
Hudson Valley Regional Airport,POU,KPOU
Dwight Aerodrome,,
Dyer Airport,,
Dyersburg Regional Airport,,KDYR
Dysart Airport,DYA,YDYS
Eagle's Nest Airport,,
Eagle Farm Airport,,
Eagle Field,,
Eagle Nest Ranch Airport,,
Trona Airport,TRH,
Truckee Tahoe Airport,TKF,KTRK
Trujillo Airport,TJI,MHTJ
Treasure Cay Airport,TCB,MYAT
Tri-State Airport
Tri-State Steuben County Airport,ANQ,KANQ
Tri-City Airport (Kansas),PPF,KPPF
Tri-Cities Airport (New York),,KCZG
Tri-County Airport (Florida),,
Tri-County Airport (North Carolina),,KASJ
Tradewind Airport,TDW,KTDW
Trim Aerodrome,,EITM
Trinca Airport,,
Trinity Center Airport,,
Trivelpiece Airport,,
Tezu Airport,TEI,VETJ
Tessalit Airport,,GATS
Santa Elena de Uairén Airport,SNV,SVSE
Santa Maria Public Airport,SMX,KSMX
Santa María de Mulegé Airport,,
Santa Monica Airport,SMO,KSMO
Santa Paula Airport,SZP,KSZP
Santa Rosa Airport,SRA,SSZR
Santa Rosa Route 66 Airport,,KSXU
Santa Teresita Airport,SST,SAZL
Santa Ynez Airport,SQA,KIZA
Santee Cooper Regional Airport,,KMNI
Santiago Airport,,SSST
Santiago Municipal Airport,STI,MDST
Santiam Junction State Airport,,
Sara Airport,SSR,NVSH
Sarakreek Airstrip,,SMSK
Saratoga County Airport,,
Tolmachevo Airport,OVB,UNNT
Yamaguchi Ube Airport,UBJ,RJDC
Tri-Cities Regional Airport,TRI,KTRI
Changsha Huanghua International Airport,CSX,ZGHA
Iskandar Airport,PKN,WAOI
Bayankhongor Airport,BYN,ZMBH
Cannes – Mandelieu Airport,CEQ,LFMD
General José María Yáñez International Airport,GYM,MMGM
Ciudad Obregón International Airport,CEN,MMCN
Olds (Netook) Airport,,CFK6
Lac La Biche Airport,YLB,CYLB
Maidstone Aerodrome,,
Edra Airport,,CEV2
Surrey/King George Airpark,,
Pelly Crossing Airport,,CFQ6
Fort Resolution Airport,YFR,CYFR
St. François Xavier Airport,,
Wycombe Air Park
Sioux Narrows Airport,,
Orillia Airport,,
Leoville Airport,,CJT9
Madawaska Valley Airpark,,
Finlay Air Park,,
Saskatoon/Corman Air Park,,CJN5
Oxford House Airport,YOH,CYOH
Killam/Killam-Sedgewick Airport,,CEK6
Kaslo Airport,,
El Mirage Field,,
El Nido Airport,ENI,RPEN
El Palomar Airport,EPA,SADP
El Ponton Field,,MDEP
El Reno Regional Airport,RQO,KRQO
El Tehuelche Airport,PMY,SAVY
El Valle Field,,MDEV
Pinal Airpark,MZJ,KMZJ
Ormoc Airport,OMC,RPVO
Eliye Springs Airport,EYS
Elizabeth City Regional Airport,ECG,KECG
Elizabeth Field,FID,
Elizabethton Municipal Airport,,
Elizabethtown Regional Airport,EKX,KEKX
Elk City Regional Business Airport,ELK,KELK
Elk Grove Airport,,
Elkhart Municipal Airport,EKI,KEKM
Twin Lakes Airport (South Carolina),,
Twin Lakes Airport (North Carolina),,
Twin Pine Airport,,
Twitchell Airport,,
Tottenham/Ronan Aerodrome,,
Thor Lake Aerodrome,,
Tura Airport,,UNIT
Torres Airport,TOH,NVSD
Tororo Airport,TRY
Turpan Jiaohe Airport,TLQ,ZWTP
Toledo State Airport,,
Toledo Express Airport,TOL,KTOL
Toledo Executive Airport,TDZ,KTDZ
Tulcea Airport,TCE,LRTC
Thomas P. Stafford Airport,OJA,KOJA
Umuarama Airport,UMU,SSUM
Una-Comandatuba Airport,UNA,SBTC
Schmidt Airport,,
Schomberg (Sloan Field) Aerodrome,,
Schrock Airport,,
Schroon Lake Airport,,
Schuylkill County Airport,,KZER
Scobey Airport,,
Scott Field,,
Scott Municipal Airport,,KSCX
Scott Valley Airport,,
Scottsboro Municipal Airport,,K4A6
Scribner State Airport,SCB,KSCB
Sea Lake Airport,,YSLK
Searchlight Airport,,
Searcy Municipal Airport,SRC,KSRC
Seaside Municipal Airport,,
Sebba Airport,XSE,DFES
Sebring Regional Airport,SEF,KSEF
Sedalia Regional Airport,DMO,KDMO
Sedam Airpor;,,
Sedona Airport,SDX,KSEZ
Sekiu Airport,,
Selah Airstrip,,
Selkirk/Kindy Airstrip,,
Selma Municipal Airport,SES,KSES
Sematan Airport,BSE,WBGN
Semenovskoye Shidrovo,,
Seminole Municipal Airport,,KSRE
Seneca County Airport,,
Seneca Emergency Airstrip,,
Seppe Airport,,EHSE
Sequoia Field Airport,,
Seronera Airstrip,SEU
Seward Airport,SWD,PAWD
Shady Cove Airpark,,
Shafter Airport,MIT,KMIT
Shamrock Airport,,
